,electricity-lbmp-nyiso-west,electricity-lbmp-nyiso-north,electricity-lbmp-nyiso-capitl,electricity-lbmp-nyiso-h_q,electricity-lbmp-nyiso-genese,electricity-lbmp-nyiso-dunwod,electricity-lbmp-nyiso-nyc,electricity-lbmp-nyiso-mhk_valley,electricity-lbmp-nyiso-pjm,electricity-lbmp-nyiso-centrl,electricity-lbmp-nyiso-o_h,electricity-lbmp-nyiso-longil,electricity-lbmp-nyiso-npx,electricity-lbmp-nyiso-millwd,electricity-lbmp-nyiso-hud_valley
441,31.37,28.65,51.89,28.62,31.21,46.36,46.58,32.43,38.16,32.15,30.43,47.13,48.16,46.22,45.26
442,31.49,28.76,51.88,28.73,31.37,46.35,46.54,32.53,38.22,32.27,30.58,47.09,48.13,46.21,45.25
443,30.42,27.49,51.91,27.49,30.21,45.91,46.09,31.38,37.45,31.14,29.53,46.59,47.93,45.75,44.76
444,30.38,27.29,51.92,27.29,30.13,45.82,46.01,31.23,37.38,30.97,29.52,46.51,47.91,45.7,44.7
445,30.38,27.35,51.95,27.35,30.11,45.9,46.12,31.26,37.42,31.0,29.5,46.58,47.96,45.77,44.77
446,21.68,17.62,52.22,17.62,21.01,42.68,42.83,22.32,31.28,22.18,20.97,43.09,46.44,42.61,41.26
447,5.17,-1.88,60.02,-1.88,3.44,41.19,41.22,5.22,21.79,5.36,4.78,41.1,49.35,41.23,38.99
448,1.64,-6.45,65.05,-6.45,-0.42,43.08,43.09,1.58,20.78,1.79,1.3,42.87,52.68,43.15,40.58
449,53.7,52.31,57.13,52.47,54.13,58.21,58.53,54.94,55.53,54.46,52.2,59.5,56.76,57.94,57.62
450,88.93,85.85,93.79,86.38,89.29,95.38,95.82,90.26,91.5,89.73,86.38,97.41,93.08,94.93,94.41
451,57.99,56.71,61.77,57.0,58.58,62.82,63.11,59.56,60.03,59.04,56.36,414.27,61.36,62.58,62.24
452,48.49,47.95,52.28,48.24,49.23,53.21,53.46,50.41,50.6,49.92,47.01,106.26,51.98,53.02,52.77
453,36.81,34.99,52.55,35.17,37.02,48.92,49.11,38.41,42.34,38.01,35.67,80.85,49.86,48.74,48.04
454,35.41,33.31,52.53,33.52,35.58,48.4,48.65,36.91,41.37,36.52,34.34,80.83,49.64,48.27,47.54
455,33.37,30.94,52.64,31.1,33.38,47.75,47.95,34.72,39.99,34.38,32.34,80.82,49.38,47.6,46.78
456,33.33,30.87,52.64,31.02,33.31,47.71,47.92,34.61,39.92,34.25,32.31,48.3,49.36,47.56,46.74
457,33.27,30.76,52.67,30.91,33.21,47.59,47.83,34.51,39.84,34.18,32.28,48.21,49.31,47.47,46.65
458,33.26,30.62,52.71,30.78,33.14,47.47,47.67,34.38,39.72,34.05,32.28,48.08,49.21,47.32,46.46
459,33.23,30.54,52.71,30.67,33.07,47.38,47.61,34.28,39.68,33.95,32.28,48.05,49.16,47.26,46.4
460,33.26,30.74,52.63,30.87,33.18,47.35,47.55,34.44,39.66,34.08,32.25,48.0,49.11,47.2,46.35
461,35.39,33.83,52.7,33.87,35.64,48.41,48.62,37.14,41.33,36.64,34.31,49.12,49.71,48.28,47.52
462,33.32,31.83,52.72,31.74,33.56,47.67,47.88,35.17,39.93,34.64,32.29,48.34,49.34,47.55,46.72
463,35.46,34.27,52.58,34.2,35.77,48.34,48.53,37.47,41.38,36.93,34.34,49.03,49.62,48.22,47.47
464,35.38,33.88,52.58,33.85,35.6,48.13,48.35,37.16,41.21,36.6,34.31,48.84,49.52,48.0,47.25
465,33.34,31.44,52.7,31.41,33.38,47.44,47.61,34.95,39.81,34.45,32.28,48.04,49.21,47.32,46.48
466,33.31,31.33,52.63,31.3,33.34,47.33,47.5,34.85,39.72,34.34,32.32,47.92,49.13,47.21,46.37
467,35.35,33.87,52.55,33.84,35.6,48.18,48.36,37.09,41.16,36.56,34.31,48.82,49.54,48.02,47.26
468,35.36,33.99,52.59,33.99,35.64,48.41,48.63,37.24,41.3,36.68,34.31,49.06,49.69,48.24,47.49
469,37.42,36.32,52.48,36.32,37.8,48.97,49.28,39.34,42.68,38.75,36.33,49.66,49.92,48.83,48.16
470,37.45,37.0,47.56,36.96,37.95,45.63,45.94,39.33,41.16,38.74,36.34,46.34,45.9,45.48,45.02
471,37.39,37.54,43.27,37.51,38.08,42.81,43.08,39.31,39.83,38.74,36.34,43.57,42.47,42.65,42.37
472,35.36,35.03,44.2,35.0,35.86,42.65,42.87,37.14,38.67,36.62,34.35,43.32,42.79,42.47,42.07
473,35.29,34.6,46.18,34.57,35.72,43.87,44.13,36.99,39.2,36.47,34.32,44.6,44.35,43.73,43.24
474,37.43,37.53,43.64,37.45,38.07,43.11,43.35,39.32,39.99,38.77,36.34,43.91,42.76,42.92,42.62
475,37.36,37.87,43.2,37.83,38.22,42.87,43.11,39.57,39.83,38.95,36.35,43.68,42.45,42.72,42.45
476,37.36,37.71,43.44,37.71,38.17,42.98,43.21,39.49,39.84,38.86,36.35,43.74,42.64,42.79,42.5
477,35.34,34.15,51.01,34.08,35.65,46.99,47.17,37.15,40.64,36.56,34.34,47.64,48.28,46.82,46.17
478,37.45,37.02,47.68,36.94,37.95,45.62,45.85,39.34,41.13,38.74,36.37,46.37,45.99,45.47,45.01
479,35.43,34.54,52.04,34.47,35.83,47.88,48.1,37.54,41.18,36.9,34.38,48.5,49.19,47.75,47.03
480,33.35,31.85,52.58,31.79,33.53,47.37,47.54,35.24,39.82,34.62,32.32,47.9,49.17,47.21,46.42
481,33.35,32.0,52.57,31.9,33.57,47.4,47.61,35.34,39.86,34.73,32.32,47.94,49.18,47.24,46.46
482,33.32,32.03,52.61,31.93,33.57,47.43,47.63,35.34,39.83,34.69,32.29,47.96,49.21,47.3,46.48
483,35.39,34.92,50.45,34.81,35.93,46.84,47.07,37.68,40.67,37.01,34.31,47.44,47.93,46.67,46.06
484,35.36,35.0,50.43,34.89,35.93,46.84,47.07,37.69,40.65,36.98,34.32,47.47,47.92,46.71,46.07
485,33.28,33.08,47.03,32.98,33.87,43.87,44.08,35.55,38.18,34.88,32.3,44.52,44.76,43.74,43.15
486,31.27,30.77,45.93,30.68,31.73,42.42,42.62,33.36,36.45,32.73,30.31,43.07,43.48,42.27,41.68
487,31.21,30.67,45.83,30.58,31.66,42.33,42.53,33.23,36.35,32.66,30.28,42.97,43.39,42.18,41.59
488,29.46,27.32,52.78,27.23,29.41,46.01,46.17,31.08,37.13,30.62,28.55,46.52,48.55,45.88,44.92
489,29.43,27.24,52.84,27.15,29.36,46.0,46.18,31.02,37.1,30.53,28.57,46.51,48.58,45.87,44.91
490,28.32,26.0,52.93,25.92,28.22,45.69,45.87,29.86,36.33,29.38,27.49,46.19,48.46,45.59,44.55
491,29.38,27.44,52.84,27.35,29.47,46.08,46.26,31.15,37.1,30.63,28.55,46.61,48.63,45.97,45.01
492,29.35,27.37,52.84,27.29,29.41,46.06,46.25,31.09,37.08,30.57,28.52,46.6,48.6,45.93,44.97
493,31.44,29.76,52.74,29.67,31.59,46.79,46.99,33.24,38.54,32.72,30.57,47.35,48.9,46.65,45.77
494,29.1,27.07,49.81,27.02,29.06,43.87,44.02,30.53,35.88,30.06,28.24,44.4,46.02,43.74,42.88
495,29.1,27.07,49.81,27.02,29.06,43.87,44.02,30.53,35.88,30.06,28.24,44.4,46.02,43.74,42.88
496,29.1,27.07,49.81,27.02,29.06,43.87,44.02,30.53,35.88,30.06,28.24,44.4,46.02,43.74,42.88
497,29.1,27.07,49.81,27.02,29.06,43.87,44.02,30.53,35.88,30.06,28.24,44.4,46.02,43.74,42.88
498,29.1,27.07,49.81,27.02,29.06,43.87,44.02,30.53,35.88,30.06,28.24,44.4,46.02,43.74,42.88
499,29.1,27.07,49.81,27.02,29.06,43.87,44.02,30.53,35.88,30.06,28.24,44.4,46.02,43.74,42.88
500,29.1,27.07,49.81,27.02,29.06,43.87,44.02,30.53,35.88,30.06,28.24,44.4,46.02,43.74,42.88
501,29.1,27.07,49.81,27.02,29.06,43.87,44.02,30.53,35.88,30.06,28.24,44.4,46.02,43.74,42.88
502,29.1,27.07,49.81,27.02,29.06,43.87,44.02,30.53,35.88,30.06,28.24,44.4,46.02,43.74,42.88
503,35.29,34.43,46.22,34.57,35.76,43.91,44.12,37.08,39.26,36.58,34.28,44.6,44.39,43.77,43.31
504,35.29,34.29,46.33,34.43,35.71,43.94,44.12,36.97,39.25,36.5,34.28,44.63,44.46,43.77,43.33
505,35.34,33.76,50.48,33.9,35.58,46.65,46.83,37.02,40.52,36.51,34.31,47.33,47.8,46.52,45.88
506,39.49,38.33,52.47,38.53,39.98,49.67,49.88,41.48,44.18,40.88,38.35,50.37,50.3,49.48,48.97
507,39.45,38.45,52.51,38.65,40.06,49.88,50.12,41.61,44.26,40.97,38.35,50.58,50.43,49.68,49.13
508,41.61,40.99,52.44,41.2,42.31,50.69,50.95,43.97,45.82,43.3,40.37,51.44,50.82,50.49,50.03
509,39.49,39.25,42.75,39.45,40.21,43.4,43.67,41.3,41.22,40.78,38.32,44.12,42.47,43.19,43.03
510,35.36,32.98,52.11,33.15,35.4,47.85,48.06,36.73,41.04,36.24,34.3,48.45,49.11,47.65,46.93
511,35.33,32.81,52.72,32.98,35.37,48.35,48.6,36.73,41.24,36.13,34.33,48.98,49.71,48.16,47.4
512,35.33,32.89,52.62,32.99,35.33,48.24,48.45,36.76,41.18,36.17,34.27,48.9,49.65,48.08,47.29
513,35.37,32.97,52.65,33.07,35.37,48.26,48.48,36.84,41.23,36.24,34.27,48.93,49.63,48.11,47.35
514,41.7,40.71,49.17,40.79,42.19,48.53,48.78,43.48,44.77,42.89,40.38,49.36,48.14,48.32,47.93
515,39.6,37.96,52.44,38.07,39.95,49.91,50.12,41.41,44.27,40.81,38.31,50.68,50.37,49.72,49.12
516,41.71,40.36,52.43,40.48,42.22,50.87,51.12,43.69,45.87,43.03,40.37,51.73,50.84,50.67,50.14
517,46.08,45.79,49.75,45.93,46.97,50.91,51.14,48.38,48.21,47.72,44.62,51.89,49.6,50.63,50.39
518,45.97,45.69,49.62,45.83,46.91,50.65,50.93,48.31,48.13,47.7,44.47,51.69,49.39,50.42,50.19
519,46.1,45.82,49.82,46.12,47.04,50.85,51.13,48.55,48.37,47.93,44.55,51.89,49.69,50.61,50.38
520,48.0,47.6,52.21,47.91,48.97,53.27,53.56,50.51,50.51,49.82,46.44,54.34,52.08,53.02,52.76
521,37.92,36.89,44.25,37.19,38.49,43.92,44.23,39.79,40.78,39.26,36.6,44.68,43.53,43.73,43.43
522,34.53,31.88,50.85,32.08,34.61,46.82,47.09,36.12,40.14,35.57,33.29,47.4,48.02,46.66,45.95
523,35.58,33.2,51.16,33.34,35.75,47.43,47.68,37.18,41.0,36.75,34.27,48.07,48.41,47.27,46.57
524,34.53,31.17,55.66,31.27,34.39,49.94,50.15,35.79,41.55,35.43,33.29,50.57,51.79,49.79,48.87
525,45.36,44.62,48.85,44.76,46.23,49.91,50.18,47.61,47.43,47.01,43.75,50.82,48.53,49.68,49.45
526,45.94,45.8,49.98,45.85,47.07,51.06,51.3,48.66,48.33,48.01,44.29,52.05,49.65,50.83,50.64
527,47.42,47.37,51.55,47.37,48.63,52.71,52.96,50.38,49.94,49.7,45.67,53.78,51.21,52.52,52.27
528,44.17,44.72,48.81,44.77,45.69,49.91,50.23,47.61,46.88,46.74,42.66,50.92,48.48,49.68,49.45
529,44.5,44.54,48.71,44.68,45.82,49.86,50.18,47.61,46.93,46.79,43.03,50.92,48.44,49.63,49.4
530,45.85,45.61,49.98,45.8,47.11,51.06,51.34,48.81,48.15,48.01,44.29,52.19,49.65,50.83,50.59
531,47.47,47.08,51.6,47.28,48.68,52.66,53.0,50.38,49.8,49.6,45.82,53.88,51.21,52.47,52.23
532,52.03,51.82,56.73,51.98,53.47,57.9,58.27,55.39,54.64,54.54,50.17,59.18,56.3,57.69,57.42
533,43.89,44.17,48.3,44.26,45.35,49.39,49.76,47.16,46.39,46.35,42.35,50.48,48.03,49.21,48.94
534,43.44,43.58,47.7,43.66,44.83,48.78,49.13,46.53,45.82,45.68,41.92,49.85,47.38,48.55,48.28
535,44.24,44.42,48.58,44.47,45.61,49.76,50.08,47.39,46.66,46.52,42.6,50.86,48.3,49.53,49.26
536,44.5,44.63,48.85,44.68,45.87,49.86,50.18,47.61,46.88,46.79,42.8,51.01,48.48,49.68,49.4
537,50.96,50.9,55.71,50.95,52.41,56.81,57.12,54.29,53.56,53.41,49.01,58.16,55.29,56.54,56.23
538,51.12,51.12,55.94,51.17,52.64,57.1,57.42,54.53,53.74,53.64,49.22,58.41,55.52,56.84,56.52
539,42.28,33.9,110.07,33.93,41.24,88.79,89.12,44.52,63.62,44.12,40.44,89.67,97.2,88.71,85.89
540,44.21,42.67,61.52,42.67,45.16,58.2,58.51,47.19,50.56,46.44,42.57,59.32,58.66,57.99,57.16
541,47.41,46.97,58.4,46.97,48.75,57.5,57.85,50.83,51.96,49.99,45.57,58.75,56.81,57.27,56.73
542,44.28,42.4,66.7,42.36,45.19,61.72,62.08,47.45,52.2,46.68,42.56,62.83,62.92,61.51,60.49
543,44.29,42.0,70.98,41.96,45.1,64.56,64.92,47.57,53.54,46.82,42.6,65.57,65.37,64.36,63.17
544,44.29,41.21,75.53,41.17,44.84,67.36,67.72,47.34,54.85,46.61,42.59,68.35,68.94,67.18,65.8
545,51.16,51.0,55.6,51.0,52.62,56.81,57.17,54.35,53.56,53.46,49.27,58.11,54.16,56.54,56.23
546,47.29,47.01,51.34,47.01,48.59,52.31,52.6,50.04,49.37,49.22,45.61,53.56,50.96,52.11,51.83
547,44.2,42.54,62.0,42.5,45.08,58.22,58.49,46.93,50.51,46.2,42.56,91.46,58.96,58.06,57.2
548,58.23,58.17,63.29,58.11,59.9,64.6,65.02,61.8,60.85,60.79,56.09,171.94,62.81,64.36,63.95
549,51.79,52.22,56.82,52.16,53.55,58.1,58.47,55.48,54.46,54.46,49.92,165.93,56.44,57.83,57.46
550,50.95,51.15,55.6,51.1,52.57,56.86,57.23,54.35,53.4,53.4,49.16,165.14,55.23,56.6,56.23
551,51.04,51.2,55.6,51.15,52.56,56.91,57.22,54.4,53.51,53.51,49.21,165.23,55.29,56.65,56.28
552,51.67,52.04,56.57,51.99,53.32,57.9,58.27,55.29,54.27,54.27,49.85,165.76,56.3,57.63,57.26
553,51.76,52.08,56.56,51.98,53.31,57.89,58.26,55.28,54.32,54.32,49.85,59.32,56.24,57.62,57.2
554,52.17,52.12,56.6,52.02,53.56,57.88,58.25,55.32,54.52,54.47,50.26,166.21,56.23,57.61,57.18
555,52.11,52.16,56.75,52.11,53.55,58.03,58.4,55.36,54.56,54.45,50.19,166.15,56.37,57.77,57.39
556,52.03,52.03,56.61,51.98,53.47,57.89,58.26,55.23,54.43,54.32,50.11,166.13,56.29,57.62,57.2
557,52.57,52.52,57.09,52.42,53.97,58.38,58.75,55.69,54.89,54.78,50.65,59.83,56.71,58.11,57.68
558,52.68,51.34,70.71,51.24,53.79,67.52,67.95,56.13,59.26,55.3,50.68,68.87,67.84,67.27,66.32
559,52.63,52.42,57.1,52.47,54.04,58.39,58.77,55.7,54.95,54.9,50.7,59.79,56.77,58.12,57.69
560,399.54,397.94,431.72,397.94,409.75,441.5,444.35,421.54,416.24,415.43,385.29,452.09,428.86,439.46,436.21
561,59.74,59.8,64.82,59.8,61.45,66.47,66.96,63.35,62.43,62.31,57.65,68.06,64.45,66.16,65.67
562,61.28,60.72,65.76,60.79,62.65,67.5,68.0,64.45,63.71,63.65,58.92,69.06,65.39,67.19,66.63
563,60.48,60.04,65.02,60.04,61.88,66.74,67.24,63.73,62.99,62.93,58.13,68.34,64.71,66.44,65.95
564,52.79,52.35,56.7,52.35,54.02,58.2,58.63,55.57,54.93,54.87,50.74,59.54,56.48,57.93,57.5
565,52.57,52.14,56.52,52.19,53.8,58.02,58.39,55.4,54.71,54.65,50.59,59.3,56.31,57.7,57.27
566,51.31,51.05,55.34,51.1,52.62,56.86,57.28,54.24,53.51,53.46,49.43,58.17,55.13,56.6,56.18
567,44.72,44.35,48.08,44.44,45.76,49.59,49.95,47.17,46.63,46.44,43.07,50.72,47.95,49.31,48.95
568,43.85,43.63,47.3,43.76,44.97,48.78,49.18,46.31,45.78,45.6,42.33,49.85,47.16,48.55,48.15
569,43.05,40.89,60.81,41.06,43.66,57.25,57.56,45.3,49.3,44.78,41.46,58.16,57.95,57.02,56.1
570,37.99,32.44,78.22,32.61,37.48,66.36,66.63,39.35,50.81,39.26,36.46,67.1,70.89,66.21,64.43
571,37.89,32.63,78.21,32.8,37.52,66.35,66.62,39.28,50.74,39.22,36.43,67.09,70.85,66.2,64.4
572,43.05,40.75,60.75,40.92,43.56,57.05,57.4,45.03,49.17,44.59,41.46,69.24,57.85,56.86,55.89
573,47.28,45.99,58.88,46.13,48.18,57.69,58.08,49.73,51.75,49.19,45.52,72.12,57.19,57.42,56.68
574,47.25,46.53,50.69,46.68,48.21,52.08,52.47,49.45,49.11,48.88,45.53,66.18,50.5,51.84,51.41
575,52.4,52.18,56.51,52.24,53.63,58.22,58.65,55.18,54.7,54.43,50.47,69.33,56.35,57.9,57.42
576,52.29,52.18,56.51,52.24,53.57,58.22,58.71,55.18,54.64,54.43,50.42,61.84,56.41,57.9,57.42
577,45.12,44.89,48.71,44.98,46.18,50.13,50.55,47.47,47.1,46.82,43.51,51.24,48.57,49.9,49.49
578,37.87,34.34,62.37,34.41,37.82,56.03,56.37,39.16,45.94,38.95,36.45,60.8,58.06,55.85,54.64
579,37.87,34.22,62.4,34.32,37.74,56.01,56.34,39.01,45.91,38.8,36.45,67.39,58.07,55.83,54.61
580,45.06,44.1,48.09,44.24,45.78,49.5,49.91,46.73,46.69,46.28,43.47,64.28,47.96,49.23,48.82
581,37.78,36.0,49.86,36.08,38.19,47.87,48.21,39.26,42.1,38.95,36.37,48.71,47.97,47.66,46.95
582,33.69,29.44,64.61,29.5,33.36,55.84,56.17,34.69,43.61,34.61,32.45,56.48,59.02,55.7,54.23
583,35.73,32.95,55.69,33.06,35.9,50.92,51.27,36.98,42.43,36.77,34.47,51.65,52.29,50.73,49.71
584,35.55,34.46,42.53,34.57,36.12,45.98,45.99,36.9,35.58,36.52,34.36,46.93,42.44,53.9,38.44
585,35.61,33.53,48.62,0.0,35.86,46.18,46.5,36.81,40.13,36.55,34.31,46.89,46.51,45.95,45.2
586,35.61,33.53,48.62,0.0,35.86,46.18,46.5,36.81,40.13,36.55,34.31,46.89,46.51,45.95,45.2
587,33.47,31.33,46.07,0.0,33.66,43.58,43.91,34.46,37.82,34.26,32.29,59.74,44.01,43.4,42.68
588,19.43,14.7,54.57,14.76,18.65,43.51,43.69,19.64,30.38,19.86,18.65,53.09,48.03,43.46,41.91
589,33.51,31.4,46.05,31.5,33.7,43.58,43.92,34.47,37.81,34.26,32.32,59.77,44.0,43.4,42.68
590,31.65,29.22,47.24,29.31,31.71,43.6,43.92,32.53,36.85,32.39,30.48,59.76,44.57,43.44,42.57
591,35.54,34.59,41.66,34.7,36.09,48.46,48.22,36.8,33.15,36.47,34.32,59.79,42.41,62.87,35.48
592,35.56,33.94,44.69,34.05,35.9,43.59,43.94,36.71,38.83,36.4,34.35,44.16,43.35,43.43,42.7
593,26.31,22.95,50.38,23.03,26.01,43.55,43.8,26.96,34.03,26.98,25.35,59.68,46.05,43.43,42.3
594,26.33,23.29,47.26,23.33,26.06,41.47,41.72,26.9,33.09,26.91,25.35,367.43,43.53,41.35,40.33
595,15.83,10.69,53.74,10.75,14.82,41.45,41.59,15.53,27.54,16.01,15.16,41.77,46.57,41.43,39.8
596,10.61,4.09,60.1,4.11,9.11,43.48,43.56,9.89,25.71,10.61,10.05,43.7,50.6,43.51,41.45
597,10.6,4.09,60.09,4.12,9.11,43.48,43.56,9.89,25.71,10.61,10.06,43.7,50.59,43.51,41.45
598,15.81,10.8,52.89,10.85,14.84,40.9,41.02,15.54,27.25,15.99,15.16,41.31,45.88,40.87,39.28
599,20.74,16.54,51.01,16.63,20.1,41.69,41.85,20.82,30.21,21.1,19.95,42.24,45.38,41.6,40.24
600,15.82,10.65,53.76,10.71,14.8,41.45,41.59,15.49,27.51,15.96,15.16,41.87,46.57,41.42,39.8
601,15.81,10.72,53.31,10.77,14.8,41.17,41.3,15.49,27.37,15.95,15.16,41.57,46.21,41.13,39.52
602,15.81,10.79,52.92,10.85,14.82,40.92,41.05,15.52,27.26,15.97,15.16,41.32,45.91,40.89,39.29
603,15.81,10.83,52.86,10.9,14.85,40.89,41.03,15.56,27.25,16.01,15.16,41.28,45.87,40.87,39.27
604,25.26,21.83,48.44,21.94,24.92,41.85,42.07,25.57,32.68,25.7,24.36,42.54,44.28,41.71,40.62
605,31.42,29.14,44.77,29.29,31.48,41.99,42.24,32.15,36.0,32.06,30.3,62.9,42.64,41.83,41.05
606,32.43,30.19,45.06,30.35,32.49,42.61,42.9,33.18,36.85,33.07,31.28,63.76,43.04,42.43,41.71
607,39.11,30.14,41.38,38.17,39.58,42.87,43.19,24.66,40.44,39.93,37.74,63.09,41.46,42.59,42.24
608,33.43,23.83,43.73,31.82,33.7,42.25,42.51,18.84,37.17,34.19,32.32,58.63,42.25,42.02,41.39
609,26.35,15.18,47.13,23.16,26.0,41.5,41.73,11.09,33.16,26.77,25.35,42.24,43.47,41.37,40.34
610,26.35,15.18,47.13,23.16,26.0,41.5,41.73,11.09,33.16,26.77,25.35,42.24,43.47,41.37,40.34
611,26.35,15.18,47.13,23.16,26.0,41.5,41.73,11.09,33.16,26.77,25.35,42.24,43.47,41.37,40.34
612,26.36,15.5,47.01,23.48,26.15,41.53,41.71,11.36,33.2,26.96,25.36,58.56,43.43,41.38,40.36
613,26.31,15.54,47.33,23.52,26.14,41.78,41.99,11.38,33.29,26.99,25.36,58.57,43.72,41.63,40.6
614,26.36,15.56,46.99,23.54,26.15,41.54,41.74,11.39,33.21,27.01,25.38,63.04,43.43,41.39,40.37
615,26.31,15.34,47.0,23.37,26.06,41.52,41.73,11.23,33.16,26.83,25.38,63.03,43.42,41.37,40.35
616,21.08,17.32,50.1,17.41,20.58,41.42,41.59,21.43,30.36,21.66,20.24,57.65,44.86,41.33,40.0
617,21.13,15.0,70.75,14.99,19.99,54.93,55.08,21.18,36.62,21.71,20.22,55.46,61.55,54.87,52.7
618,23.7,20.52,51.65,20.46,23.39,43.6,43.77,24.35,32.76,24.47,22.79,53.7,46.78,43.48,42.17
619,31.52,30.12,46.71,30.06,31.83,43.63,43.86,32.93,36.97,32.71,30.34,57.83,44.44,43.43,42.62
620,26.31,23.83,48.75,23.81,26.25,42.81,42.99,27.25,33.78,27.22,25.36,57.79,44.98,42.65,41.56
621,26.31,23.83,48.75,23.81,26.25,42.81,42.99,27.25,33.78,27.22,25.36,57.79,44.98,42.65,41.56
622,23.71,20.59,49.66,20.57,23.38,42.28,42.45,24.28,32.15,24.4,22.79,57.74,45.15,42.15,40.93
623,26.35,23.81,48.39,23.79,26.26,42.54,42.75,27.18,33.71,27.22,25.36,57.77,44.67,42.39,41.31
624,28.62,26.61,46.88,26.58,28.71,42.49,42.72,29.65,34.89,29.59,27.56,57.81,43.93,42.31,41.38
625,26.33,23.81,48.39,23.79,26.26,42.54,42.75,27.2,33.71,27.22,25.33,57.79,44.67,42.41,41.33
626,23.71,20.31,51.69,20.27,23.32,43.6,43.77,24.23,32.78,24.4,22.79,58.11,46.76,43.48,42.16
627,23.73,19.36,59.18,19.32,23.09,48.51,48.7,24.09,35.06,24.37,22.79,49.15,52.82,48.42,46.79
628,23.75,18.1,69.42,18.08,22.78,55.2,55.39,23.88,38.17,24.38,22.75,55.78,61.1,55.11,53.06
629,49.48,50.2,53.83,50.1,50.77,55.82,56.23,52.35,52.2,51.63,47.64,58.11,53.98,55.46,55.06
630,31.63,28.08,66.25,27.99,31.43,56.53,56.79,33.13,43.03,32.97,30.39,57.31,60.25,56.36,54.75
631,31.62,27.87,65.76,27.81,31.34,56.13,56.38,32.91,42.81,32.78,30.42,56.85,59.84,55.95,54.39
632,26.38,21.4,69.3,21.33,25.66,56.27,56.48,27.25,40.1,27.33,25.3,56.89,61.58,56.15,54.25
633,23.78,16.37,83.91,16.34,22.35,64.71,64.92,24.15,42.61,24.47,22.74,65.23,72.83,64.66,62.03
634,26.34,24.35,46.83,24.28,26.41,41.51,41.68,27.6,33.27,27.43,25.34,42.15,43.39,41.38,40.41
635,26.34,24.01,49.92,23.93,26.33,43.6,43.74,27.61,34.22,27.47,25.34,44.25,45.92,43.44,42.34
636,23.72,20.62,51.66,20.58,23.45,43.58,43.73,24.67,32.83,24.62,22.79,44.14,46.74,43.47,42.2
637,26.36,21.49,68.8,21.43,25.7,55.92,56.11,27.28,39.94,27.34,25.3,56.44,61.16,55.8,53.91
638,31.59,28.03,65.78,27.92,31.4,56.1,56.32,33.0,42.82,32.87,30.39,56.68,59.82,55.95,54.39
639,26.33,21.58,68.28,21.5,25.72,55.56,55.75,27.29,39.74,27.34,25.3,56.04,60.74,55.44,53.6
640,23.69,20.91,49.68,20.87,23.54,42.31,42.51,24.72,32.22,24.63,22.81,42.88,45.14,42.2,41.02
641,23.67,20.52,51.49,20.5,23.42,43.54,43.73,24.6,32.73,24.53,22.79,44.2,46.61,43.41,42.15
642,23.68,20.58,51.52,20.55,23.45,43.55,43.72,24.79,32.76,24.63,22.79,44.17,46.6,43.42,42.16
643,23.71,20.14,55.22,20.12,23.37,45.96,46.15,24.8,33.92,24.68,22.8,46.54,49.6,45.85,44.45
644,23.75,18.3,69.44,18.26,22.9,55.23,55.42,24.64,38.22,24.63,22.77,55.82,61.08,55.15,53.16
645,23.74,18.19,70.44,18.15,22.87,55.9,56.09,24.67,38.5,24.65,22.77,56.48,61.9,55.82,53.79
646,23.74,18.3,70.08,18.27,22.9,55.69,55.86,24.74,38.41,24.72,22.75,56.27,61.6,55.59,53.57
647,23.72,18.18,70.65,18.15,22.88,56.01,56.18,24.69,38.56,24.67,22.75,56.59,62.05,55.93,53.88
648,23.77,16.69,82.52,16.65,22.5,63.8,63.97,24.63,42.17,24.67,22.73,64.35,71.66,63.72,61.2
649,31.64,26.05,82.93,26.0,31.05,67.42,67.65,33.35,48.07,33.15,30.36,68.19,73.65,67.27,65.05
650,26.38,19.1,88.18,19.06,25.17,68.58,68.77,27.48,45.79,27.49,25.26,69.22,76.76,68.5,65.84
651,36.89,32.71,79.91,32.61,36.81,67.62,67.92,39.19,50.96,38.82,35.46,68.54,72.29,67.44,65.52
652,-2.22,-16.61,104.46,-16.57,-6.18,67.24,67.21,-3.88,29.86,-2.96,-2.61,67.18,83.95,67.43,63.01
653,21.06,16.45,57.78,16.48,20.42,46.41,46.58,21.79,32.68,21.76,20.23,46.79,51.02,46.33,44.74
654,16.89,9.42,75.71,9.43,15.38,56.36,56.49,17.46,35.05,17.5,16.12,56.7,64.57,56.32,53.86
655,49.17,50.24,54.58,50.24,51.02,56.36,56.77,52.97,52.38,52.1,47.52,57.38,54.46,56.05,55.69
656,34.45,34.76,44.5,34.69,35.68,43.63,43.88,37.32,38.61,36.7,33.26,44.38,43.22,43.42,42.88
657,37.71,39.04,42.48,38.96,39.34,43.69,43.97,41.05,40.4,40.34,36.47,44.56,42.24,43.45,43.12
658,38.1,39.27,42.51,39.19,39.71,43.75,44.03,41.31,40.59,40.59,36.9,44.67,42.31,43.51,43.19
659,38.1,39.27,42.51,39.19,39.71,43.75,44.03,41.31,40.59,40.59,36.9,44.67,42.31,43.51,43.19
660,38.1,39.27,42.51,39.19,39.71,43.75,44.03,41.31,40.59,40.59,36.9,44.67,42.31,43.51,43.19
661,38.1,39.27,42.51,39.19,39.71,43.75,44.03,41.31,40.59,40.59,36.9,44.67,42.31,43.51,43.19
